precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check,magnitude
Florence Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1956,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Hainesport Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1293,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Lumberton Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1751,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mansfield Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,2005,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Lakes Boro,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,975,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,5476,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Moorestown Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,4047,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Holly Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,747,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Laurel Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,6695,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
New Hanover Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,215,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
North Hanover Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1056,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Boro,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,225,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,3019,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverside,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,809,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverton Boro,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,493,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Shamong Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1677,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Southampton Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,2876,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Springfield Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,887,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Tabernacle Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,2015,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Washington Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,183,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Westampton Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,976,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Willingboro Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,859,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Woodland Twp,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,345,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Wrightstown Boro,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,50,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington Totals,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,64311,BURLINGTON,34005,BURLINGTON,34005,BOB HEALEY,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bass River,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,4,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Beverly City,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,4,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bordentown City,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,9,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bordentown Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,23,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington City,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,11,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,39,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Chesterfield Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,10,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Cinnaminson Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,17,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Delanco Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,8,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Delran Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,23,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Eastampton Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,13,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Edgewater Park Twp.,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Evesham Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,65,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Fieldsboro Boro,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,3,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Florence Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,17,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Hainesport Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,17,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Lumberton Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,13,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mansfield Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,17,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Lakes Boro,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,8,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,39,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Moorestown Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,25,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Holly Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,20,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Laurel Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,60,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
New Hanover Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,2,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
North Hanover Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,9,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Boro,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,4,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,42,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverside,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,12,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverton Boro,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,2,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Shamong Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,11,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Southampton Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,14,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Springfield Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,3,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Tabernacle Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,7,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Washington Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,2,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Westampton Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,25,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Willingboro Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,28,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Woodland Twp,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,8,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Wrightstown Boro,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,0,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington Totals,US HOUSE,LIBERTARIAN PARTY,OTHER,TOTAL,619,BURLINGTON,34005,BURLINGTON,34005,CHRISTOPHER RUSSOMANNO,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bass River,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,1,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Beverly City,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,2,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bordentown City,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Bordentown Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,13,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington City,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,21,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Burlington Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,34,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Chesterfield Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,25,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Cinnaminson Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,35,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Delanco Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Delran Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,33,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Eastampton Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,6,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Edgewater Park Twp.,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,16,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Evesham Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,68,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Fieldsboro Boro,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,0,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Florence Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,27,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Hainesport Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,19,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Lumberton Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,29,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mansfield Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,27,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Lakes Boro,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,6,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Medford Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,39,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Moorestown Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,26,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Holly Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,15,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Mount Laurel Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,56,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
New Hanover Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
North Hanover Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,11,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Boro,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,0,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Pemberton Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,36,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverside,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,15,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Riverton Boro,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,8,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Shamong Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,8,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Southampton Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,43,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Springfield Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Tabernacle Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,21,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Washington Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,0,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Westampton Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,10,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Willingboro Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,31,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
Woodland Twp,US HOUSE,GOD SAVE AMERICA,OTHER,TOTAL,5,BURLINGTON,34005,BURLINGTON,34005,GREGORY M SOBOCINSKI,003,HOUSE,2022,GEN,NEW JERSEY,FALSE,FALSE,NJ,34,22,12,2022-11-08,TRUE,1
